"Accession"	"F1"	"F2"	"F3"	"F4"	"F5"	"F6"	"F7"	"F8"	"F9"	"F10"	"F11"	"F12"	"F13"	"F14"	"F15"	"F16"	"F17"	"F18"	"F19"	"F20"	"F21"	"F22"	"F23"	"F24"	"F25"	"F26"	"F27"	"F28"	"F29"	"F30"	"F31"	"F32"	"F33"	"F34"	"F35"	"F36"	"F37"	"F38"	"F39"	"F40"	"F41"	"F42"	"F43"	"F44"	"F45"	"F46"	"F47"	"F48"	"F49"	"F50"	"F51"	"F52"	"F53"	"F54"	"F55"	"F56"	"F57"	"F58"	"F59"	"F60"	"F61"	"F62"	"F63"	"F64"	"F65"	"F66"	"F67"	"F68"	"F69"	"F70"	"F71"	"F72"	"F73"	"F74"	"F75"	"F76"	"F77"	"F78"	"F79"	"F80"	"F81"	"F82"	"F83"	"F84"	"F85"	"F86"	"F87"	"F88"	"F89"	"F90"	"F91"	"F92"	"F93"	"F94"	"F95"	"F96"	"F97"	"F98"	"F99"	"F100"
"B7ZLF8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1057.86889648438	NA	1005.81066894531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	540.165893554688	NA	415.99658203125	182.860244750977	NA	142.54231262207	182.941162109375	NA	NA	NA	NA	NA	228.62939453125	8050.5605875651	22479.0004882813	NA	NA	NA	9716.46638997396	6775.73453776042	6624.26879882813	NA	86.1117146809896	67.0277201334635	NA	NA	NA	NA	119.102183024089	NA	198.779337565104	266.054565429688	380.639038085938	NA	78.4211273193359	255.80441792806	91.6739196777344	NA	100.56239827474	NA	NA	3521.34830729167
"D3DP13"	17789.1076660156	383.362762451172	10543.3696289063	9393.673828125	3650.90454101563	10949.2155761719	193.701629638672	NA	NA	162.419494628906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5525.853515625	3430.52587890625	NA	NA	NA	264.547760009766	3553.18737792969	NA	NA	NA	NA	NA	NA	778.372192382813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60599.0149739583	67144.5699869792	103760.092000326	3916.05403645833	4808.2099609375	3225.6171875	NA	NA	NA	NA	164.877268473307	58.2555338541667	190.306030273438	152.751251220703	345.565836588542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.5608317057292	NA	NA	20.2792358398438	NA
"Q5QNW6"	NA	NA	NA	NA	143.921569824219	NA	NA	NA	NA	48.650390625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	626.465454101563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4114.193359375	NA	NA	NA	29953.75	NA	35716.234375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	803.031575520833	839.04833984375	765.27001953125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	697.376586914063	742.773722330729	650.620920817057	244.086893717448	187.218322753906	190.400858561198	58.6117655436198	188.713256835938	NA	NA	NA	NA	NA	NA	NA
"D6RHJ6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1064.4365234375	956.00732421875	1117.41833496094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	326.536499023438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.2881113688151	2551.41577148438	2793.79418945313	2963.40665690104	NA	NA	NA	526.881306966146	NA	689.874918619792	NA	NA	NA	79.6500498453776	79.0115203857422	92.8629862467448	479.940511067708	41.9376602172852	NA	818.434895833333	3400.92907714844	24115.5610351563	11216.8908691406	12495.21484375	18834.7734375	10993.5224609375	7455.07177734375	NA	NA	217.274505615234	NA	227.987808227539	NA	NA	NA	NA	NA	NA	1525.12661743164	1282.38555908203	1623.82015991211	6690.431640625	NA	4331.93188476563	560.517639160156	NA	NA	17837.3076171875	95.5395355224609	688.190414428711
"P0DP57"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2006.96435546875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2668.7119140625	1403.10144042969	NA	NA	NA	NA	1089.79858398438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	175.414794921875	198.942474365234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.564582824707	122.919792175293	NA	NA	NA	NA	NA	NA	NA
"B4DJZ2"	323.031646728516	NA	NA	NA	NA	NA	NA	104.365783691406	994.11669921875	NA	NA	NA	NA	NA	NA	140.509857177734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5929.94519042969	5839.29333496094	5356.13354492188	NA	NA	NA	4595.95336914063	5302.30737304688	4600.81982421875	NA	NA	NA	NA	NA	157.13688659668	NA	39.3452491760254	170.332122802734	NA	NA	NA	NA	NA	NA	NA	23763.02734375	18256.6953125	17065.673828125	2046.388671875	2193.00561523438	1877.37121582031	1335.53576660156	1029.947265625	934.462585449219	NA	NA	NA	NA	NA	NA	539.488952636719	259.460235595703	464.469482421875	3770.44360351563	4342.82177734375	4155.18017578125	35512.93359375	2049.40087890625	1749.69934082031
"Q16778"	5267.3466796875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	949.343505859375	NA	NA	NA	NA	NA	NA	NA	NA	NA	6820.7470703125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	197.635223388672	NA	NA	NA	199.829696655273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	154335.903645833	144289.065104167	152952.854166667	NA	NA	NA	85626.0952555339	73954.0684407552	73885.6817220052	75120.0373535156	74028.2232259115	73353.1096191406	99798.2835286458	84787.2381998698	76706.7422688802	NA	NA	NA	NA	NA	1329.322265625	NA	10632.5404052734	54.5165354410807	132881.803059896	125894.119059245	129637.658854167	NA	2976.8173828125	1818.55875651042
"F8W1J8"	16491.3784179688	11799.421468099	1419.06103515625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.414789835612	100337.78108724	77008.7184244792	72946.2858072917	116.787882486979	NA	NA	2022.55578613281	2534.7510172526	346.328409830729	57.8350677490234	NA	NA	NA	188.775670369466	57.9505208333333	151.956319173177	NA	44.9274749755859	447.837117513021	163563.59765625	148517.1484375	138338.302083333	284.891662597656	345.125773111979	4579.87884521484	318832.235677083	291666.076822917	259995.997395833	50880.5086263021	46229.0405273438	51851.095703125	25809.4397786458	22450.5221354167	18592.3676757813	NA	NA	NA	NA	NA	NA	596.961588541667	2925.76435852051	755.686126708984	160258.425018311	135615.209818522	141796.252471924	18800.3780924479	20874.1575520833	1507.99169921875
"Q9Y5F3"	157015.8125	151724.78125	104775.921875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.3253479003906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	216.803512573242	NA	NA	NA	NA	NA	NA	NA	NA	367.796203613281	269.060089111328	359.694366455078	NA	NA	NA	NA	NA	NA	NA	NA	NA	8063.72521972656	7839.45654296875	8210.51379394531	NA	NA	NA	1223.01062011719	3741.82763671875	3455.29858398438	NA	NA	NA	NA	NA	NA	NA	91.0894317626953	567.200988769531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	726.889892578125	712.144205729167	636.030069986979	NA	NA	NA	129.542083740234	NA	NA	294.481099446615	318.776733398438	218.603230794271	105.876831054688	NA	NA	322.426310221354	327.994059244792	323.41904703776	110.794199625651	NA	NA
"A0A2R8Y7C9"	188.244486490885	NA	NA	4194.85579427083	NA	NA	50.5166676839193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.4821128845215	150.356521606445	NA	NA	NA	NA	153.077423095703	NA	NA	NA	NA	NA	NA	NA	NA	NA	1475.99011230469	NA	2041.27307128906	NA	NA	NA	NA	NA	NA	NA	NA	NA	88923.2578125	NA	141340.265625	NA	NA	NA	657.122802734375	NA	NA	NA	NA	NA	NA	3869.30635579427	NA	NA	NA	NA	NA	NA	93.5242818196615	NA	NA	49.531489054362	253.229777018229	15653.7239583333	9038.88802083333	9350.52473958333	NA	NA	NA	2272.29012044271	2065.92346191406	1695.08512369792	91.1336364746094	NA	128.337646484375	NA	NA	NA	78.0553538004557	65.7165985107422	NA	NA	NA	NA	NA	NA	NA	96.2093098958333	151.524088541667	140.993225097656	NA	NA	NA
"A0A024R3Z1"	68366.953125	79750.453125	77569.0234375	NA	NA	NA	NA	139.109725952148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	126.932006835938	NA	NA	NA	NA	NA	NA	5468.869140625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4141.9169921875	3542.03637695313	4015.88623046875	NA	NA	NA	10418.5986328125	10764.556640625	15237.7861328125	157.14306640625	182.028717041016	254.001602172852	572.485229492188	NA	NA	553.265075683594	591.368896484375	511.859191894531	NA	NA	NA	2282.13092422485	1416.306640625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13070.8154296875	15229.6904296875	17563.888671875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"B3KWI4"	6028427	5386599.03430176	4831575.5	1832818.25	1495593.46484375	1547908.04296875	7956.2734375	358.183929443359	1602.9248046875	8319.607421875	NA	NA	NA	9383.912109375	NA	NA	11195.90234375	NA	NA	NA	NA	NA	NA	NA	NA	4535.79736328125	3923.21240234375	3899.79541015625	NA	NA	NA	NA	NA	NA	NA	NA	55554.234375	76149.8125	39962.87890625	NA	NA	NA	NA	NA	NA	NA	33643.703125	49798.5078125	NA	NA	77.9685312906901	41073.4583333333	50055.8735351563	52301.2845865885	NA	NA	NA	1523.42309570313	1792.65234375	1388.14070638021	NA	NA	NA	NA	NA	NA	25.9011484781901	139.67734781901	369.897829691569	NA	297810.25	414950.375	446587.28125	NA	NA	NA	339914.3984375	307068.8828125	297813.8046875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2722.08666992188	NA	NA	471.623809814453	NA	NA	566.768371582031	NA	NA
"Q6FHZ0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2659.548828125	3041.81127929688	2974.51196289063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	251.415557861328	NA	NA	NA	17073.8675537109	19937.3111572266	20561.6115722656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	129.578247070313	NA	NA	NA	8395.9404296875	NA	NA	NA	NA	NA	NA	NA	154.647537231445	2841.17333984375	NA	NA	NA	NA	NA	NA	1703.52099609375	NA	1652.94836425781	NA	NA	NA	NA	238.970230102539	NA	NA	NA	NA
"P02812"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4617.54345703125	NA	NA	7924.29150390625	NA	NA	2016.33276367188	NA	NA	9528.046875	NA	NA	NA	NA	NA	NA	NA	1498.67138671875	1085.19763183594	723.583801269531	1988.63647460938	1575.32861328125	2536.89526367188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1238.9658203125	772.970275878906	NA	391.023254394531	425.162109375	398.989501953125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	574.003952026367	167.687545776367	NA	8001.33447265625	8646.95654296875	6184.53686523438	NA	NA	621.980285644531	2578.66870117188	2377.6552734375	2372.0888671875	1054.87341308594	1115.05554199219	1349.22473144531	NA	289.643188476563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q68DE3"	2061105.2328186	2078911.078125	1989557.7109375	80625.484375	68501.8828125	81389.32421875	2193.32373046875	NA	NA	62880.6865234375	NA	NA	NA	2807.89892578125	NA	NA	2170.60961914063	NA	NA	NA	NA	1464.24755859375	NA	2442.20825195313	1073.52426147461	NA	NA	NA	NA	4692.7763671875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2348.01953125	NA	NA	NA	4496.47521972656	2160.474609375	4992.25988769531	NA	NA	387.833099365234	897.468872070313	846.921203613281	NA	963.890197753906	76.8906555175781	2653.9169921875	NA	NA	NA	NA	NA	NA	292.650309244792	5527.96118164063	1310.45670572917	3178.52848307292	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.3488159179688	NA	NA	1952.91780598958	NA	NA	116.943868001302	193.030151367188	139.742858886719	NA	NA	102.527496337891
"A0A0J9YXF8"	150103.37109375	155613.353027344	129801.169921875	147034.3125	147678.181640625	115428.318359375	7022.65869140625	NA	NA	4902.37841796875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	487388.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9629.255859375	11897.7708333333	11186.8802083333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	268.426228841146	43.0095011393229	45.0739898681641	82.8800150553385	32354.0571289063	36145.6609700521	25174.7213541667	11452.1901855469	9065.31209309896	1203.9130859375	NA	438.416015625	NA	NA	NA	NA	170.556406656901	134.289825439453	535.928202311198	95.4204813639323	199.071472167969	59.4776306152344	NA	217.563283284505	175.707255045573	294.83066813151	147.22013092041	2335.45828755697	NA	NA	NA	NA	NA	234.49062093099
"P47929"	896569.6875	773522.625	841621.625	NA	NA	NA	351169.921875	NA	4794.82733154297	268392.359863281	NA	NA	NA	NA	222.815734863281	NA	NA	555.419006347656	250.915863037109	NA	NA	NA	NA	NA	173.347259521484	4717.822265625	2986.90966796875	4804.7998046875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	195636.0625	214433.604166667	230299.541666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	163.096740722656	158.764556884766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O94789"	NA	NA	NA	1749.50846354167	1354.22403971354	1183.65584309896	NA	NA	NA	NA	NA	NA	NA	10188.5556640625	NA	NA	NA	NA	NA	8515.2021484375	NA	NA	10048.853515625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30729.400390625	28695.755859375	27979.619140625	8546.9306640625	NA	NA	10912.2437438965	11641.8228149414	15331.3809814453	162.66926574707	146.129943847656	145.921188354492	NA	NA	158.942825317383	NA	208.773574829102	NA	349.937362670898	192.036346435547	84.9294281005859	206.583831787109	1561.00354003906	2138.171875	146.889923095703	NA	162.718292236328	146.7939453125	NA	NA
"B4DH07"	33140.3616282145	22327.7507171631	48150.5164388021	8521.87369791667	5695.29557291667	6045.37174479167	156.066487630208	170.080657958984	NA	109.139706929525	NA	NA	NA	2187.33032226563	NA	NA	2616.154296875	NA	NA	NA	NA	NA	3276.1748046875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1470.80322265625	1654.32592773438	2548.21508789063	708.553100585938	250.650939941406	NA	NA	NA	3210.67114257813	823.330963134766	558.045227050781	1051.03178405762	NA	NA	NA	NA	2072.83322906494	2617.99990844727	NA	15241.7556152344	12935.9809570313	12659.6684570313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1182.09790039063	2364.62060546875	NA	NA	NA	NA	421.857971191406	285.252410888672	NA	NA	132.218643188477	NA	NA	NA	NA	NA	NA
"A0A0H4A7R5"	NA	NA	NA	2947.96875	NA	2513.36450195313	NA	NA	115.555171966553	NA	443.296661376953	NA	561.977722167969	NA	1707.36120605469	11778.48046875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2740.72924804688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	289.396820068359	7707.6240234375	15549.6354980469	8819.21997070313	NA	NA	NA	1058.17492675781	1286.85192871094	1896.267578125	NA	NA	NA	516.333679199219	NA	NA	NA	NA	NA	NA	1107.99951171875	NA	2352.63509114583	NA	1861.5205078125	NA	5833.73062133789	3155.8662109375	4788.77392578125	395.667470296224	541.610493977865	285.5234375	280.59038289388	NA	NA	6051.73168945313	5863.63863627116	5565.10670471191	NA	NA	89.3541158040365	27.2438583374023	NA	182.33925374349	634.051157633464	560.603861490885	324.083231608073	265.635620117188	NA	NA
"F8VV47"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	616.717590332031	140.291259765625	NA	NA	NA	166.532608032227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127.171864827474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12113.5317077637	10140.2722167969	10837.2390136719	NA	NA	NA	6735.60922241211	6017.93138122559	3803.78456115723	NA	106.790390014648	NA	262.569641113281	NA	NA	107.564308166504	NA	NA	855.30224609375	896.605346679688	785.943176269531	NA	141.695343017578	309.044052124023	NA	NA	NA	NA	142.51481628418	NA
"P78385"	21046.2755126953	1281.06689453125	17318.3486328125	2419.05541992188	2239.5302734375	2747.43774414063	NA	43.820972442627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31633.6220703125	27012.2281901042	27595.4791666667	NA	NA	NA	4552.19270833333	9187.28865559896	8271.36922200521	NA	NA	NA	NA	NA	NA	NA	NA	NA	281.42519124349	249.613850911458	299.975056966146	NA	83.6128184000651	NA	NA	NA	236.670694986979	NA	NA	NA
"P20061"	962.139485677083	776.991536458333	1355.09423828125	NA	324.778279622396	NA	NA	428.89697265625	416.053825378418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25399.01171875	27934.013671875	27100.609375	NA	NA	62615.98046875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.433797200521	NA	8152.17346191406	1464.99267578125	NA	83.8103586832682	77.0820058186849	NA	NA	257.37001546224	123.133239746094	155.261372884115	116.634155273438	NA	NA	NA	NA	119.908843994141	243.573465983073	82.4219716389974	43792.017578125	21537.5166015625	24056.853515625	NA	NA	NA	6688.1044921875	10052.271484375	5342.76025390625	558.690307617188	477.311920166016	590.47119140625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	113.15015411377	NA	1023.14910888672	817.613098144531	961.3623046875	NA	NA	NA
"O75556"	1365863.1479187	1258702.13867188	1693074.65283203	23421.662109375	12093.5966796875	NA	12006.4169921875	NA	441.609802246094	8754.68359375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20052.0490722656	15826.150390625	15968.2412109375	NA	NA	NA	1055.23950195313	1005.87957763672	3572.095703125	667.692016601563	546.643188476563	484.8681640625	NA	NA	NA	NA	430.322326660156	725.605163574219	NA	317761.8671875	305932.689208984	276695.350809733	NA	157.529103597005	160.426676432292	3821.8496500651	3767.38240559896	3592.64404296875	306.373860677083	358.849080403646	312.559407552083	NA	NA	NA	NA	76.8004048665365	89.9096374511719	2276.25069173177	2716.67477416992	2719.92708333333	NA	29.7415135701497	NA	125.607838948568	164.777669270833	132.642883300781	NA	NA	NA
"E5RK69"	348675.40625	282926.4375	240620.484375	57888.28515625	49649.1953125	42517.44140625	6973.857421875	173.060333251953	NA	7218.0048828125	694.232055664063	837.168701171875	869.560974121094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2223.44952392578	NA	NA	975528.147949219	1037952.93835449	844752.75	5211.87274169922	5019.00830078125	4513.5693359375	NA	NA	NA	11941.494140625	2062.14916992188	1170.58142089844	2340.86938476563	400001.229492188	445011.595214844	404253	5305.43115234375	5269.68701171875	5169.83984375	NA	NA	NA	NA	NA	NA	12277.532043457	11812.9706420898	16867.5270996094	NA	NA	NA	NA	NA	NA	NA	2101.65087890625	3561.3955078125	NA	NA	NA	NA	12721.9248046875	NA
"A0A0A0MQY9"	50354.1953125	65183.140625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	275.311187744141	NA	NA	NA	NA	NA	332.157562255859	NA	NA	NA	NA	NA	56694.18359375	9183.634765625	15214.8427734375	352.530151367188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	266892.623474121	243595.16595459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161112.508544922	118944.405761719	132845.032226563	NA	NA	NA	NA	NA	737.126586914063	264.289459228516	317.346557617188	287.767761230469	1162.72937011719	1408.04235839844	1047.59338378906	NA	NA	NA	383.220245361328	NA	211.186126708984	NA	51.1460571289063	NA	NA	NA	NA	NA	NA	NA
"A0A024RDY3"	128656.408203125	48434.6845703125	30785.09375	69156.669921875	20295.982421875	15066.818359375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3683.54711914063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9911.46875	9223.2841796875	8490.6318359375	254.661087036133	225.890716552734	330.359191894531	NA	NA	NA	4372.4736328125	NA	NA	6920.0419921875	11036.1247558594	29058.2836914063	26471.9415283203	NA	16777.4453125	14478.2822265625	5911.93603515625	8706.10791015625	5297.94201660156	NA	NA	NA	456.95166015625	NA	NA	NA	NA	NA	NA	NA	273.635192871094	NA	1275.03234863281	573.005554199219	NA	354.663604736328	NA	2042.208984375	3755.56006240845	NA
"D6RF35"	15196.92578125	13361.3330078125	13369.5712890625	NA	NA	NA	NA	NA	NA	NA	359.939819335938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2983.78515625	2528.12719726563	2523.21826171875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85863.1953125	58373.203125	NA	222690.71875	241671.4375	215163.469482422	2973.22802734375	2848.65991210938	2852.42016601563	693577.523681641	602461.854492188	738033.193237305	6545.0732421875	6610.89990234375	7227.90283203125	NA	NA	NA	72196.0810546875	NA	NA	53616.94140625	20130.4943033854	11450.3268229167	13021.0919596354	NA	NA	NA	NA	NA	NA	188.168904622396	233.622111002604	263.834920247396	NA	127.611785888672	161.426493326823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	102.455067952474	NA	NA
"Q8TDL5"	8659.34057617188	3569.35475667318	4517.40384928385	919.27490234375	1021.24153645833	10768.96484375	NA	53.1270141601563	NA	NA	131.478591918945	NA	234.051239013672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23844.490234375	27718.0710449219	38622.1533203125	1013.55078125	1388.03527832031	1521.06799316406	103564.437866211	89123.8784179688	89743.4072265625	1565.755859375	2900.56188964844	2725.71569824219	NA	NA	NA	5341.34326171875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"B2R7R4"	23357.3076171875	2678.77880859375	3227.568359375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	246.386169433594	255.731567382813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	377.514343261719	456343.828125	476808.3125	533964.9375	2369.94116210938	713.104064941406	622.901489257813	654249.322021484	738342.147460938	704405.171875	104581.893554688	107315.045898438	100584.052246094	682.068420410156	918.870666503906	627.957946777344	118627.37890625	NA	NA	1041950.92675781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9NR22"	929082.90625	886848.032226563	799697.907226563	145725.078125	144106.024414063	139040.953125	4641.62646484375	NA	NA	7717.65625	54958.9697265625	58990.662109375	55524.755859375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5590.38549804688	5324.64624023438	2591.19360351563	47728.71875	2987.82202148438	21015.74609375	NA	NA	NA	1199023.875	1080564.125	949810.1875	NA	NA	NA	NA	NA	NA	360.942260742188	NA	1111.21919759115	NA	NA	NA	NA	441.316202799479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14831.73828125	11383.7021484375	NA	45435.91796875	41448.3125	38436.4296875	1350.99490356445	178.287628173828	1023.44808959961	1922.59069824219	1660.84802246094	1053.55334472656	4477.06640625	5188.7724609375	5630.3994140625	5644.41821289063	5338.65209960938	5364.30151367188	NA	16049.3516845703	14375.8216552734	1485.5979309082	1364.1413269043	2369.68438720703	NA	128.402526855469	NA
